produksi_ton,solar_liter,listrik_kWh,jam_operasi,alat_berat,emisi_CO2e
,13610.0,34744.0,437.0,28.0,39954.0
11635.0,4588.0,24651.0,467.0,14.0,19158.0
12630.0,6382.0,29326.0,397.0,15.0,21710.0
7063.0,3483.0,11396.0,383.0,8.0,
11212.0,,22440.0,351.0,14.0,18826.0
6458.0,1920.0,11993.0,396.0,8.0,9714.0
18159.0,5808.0,32030.0,444.0,22.0,26859.0
28998.0,10785.0,68308.0,434.0,36.0,44014.0
13167.0,3109.0,21910.0,559.0,16.0,18801.0
6666.0,3938.0,14480.0,408.0,8.0,12721.0
19500.0,9492.0,37331.0,281.0,24.0,31716.0
11365.0,5080.0,20400.0,532.0,14.0,18800.0
21497.0,4965.0,47542.0,302.0,26.0,30327.0
13590.0,3637.0,25645.0,355.0,16.0,19309.0
11841.0,5326.0,20971.0,422.0,14.0,19426.0
14110.0,9130.0,31238.0,433.0,,26555.0
18789.0,7142.0,40862.0,284.0,23.0,29073.0
13863.0,7436.0,29952.0,340.0,17.0,23939.0
12516.0,5032.0,7931.0,282.0,15.0,18297.0
14006.0,6380.0,27060.0,450.0,17.0,23287.0
8641.0,4938.0,16103.0,495.0,10.0,16171.0
16985.0,7056.0,30396.0,302.0,21.0,26392.0
6066.0,2311.0,12029.0,480.0,,9968.0
12779.0,7563.0,24002.0,474.0,15.0,23305.0
18797.0,8544.0,,347.0,23.0,30320.0
16515.0,9234.0,28400.0,241.0,20.0,28185.0
17952.0,6848.0,40381.0,314.0,22.0,27914.0
,8668.0,29844.0,352.0,18.0,27631.0
20849.0,9952.0,40921.0,523.0,26.0,35509.0
19623.0,9684.0,38229.0,391.0,24.0,33816.0
17231.0,7981.0,36998.0,,21.0,28029.0
19638.0,7844.0,41367.0,412.0,24.0,31708.0
18752.0,8435.0,33119.0,296.0,23.0,30118.0
12803.0,5195.0,26848.0,441.0,16.0,21235.0
8281.0,4521.0,,322.0,10.0,15038.0
17102.0,7349.0,40618.0,333.0,21.0,27489.0
17730.0,5325.0,37754.0,430.0,22.0,26325.0
20452.0,5769.0,32976.0,540.0,25.0,29341.0
10318.0,2862.0,25788.0,576.0,12.0,15093.0
10468.0,5357.0,12241.0,317.0,13.0,17610.0
17300.0,5793.0,34447.0,352.0,21.0,26156.0
14644.0,7029.0,23301.0,441.0,18.0,24602.0
5571.0,2583.0,13174.0,494.0,6.0,10608.0
16876.0,7485.0,31656.0,227.0,21.0,26477.0
5738.0,2834.0,8962.0,407.0,7.0,10502.0
10274.0,4786.0,17671.0,361.0,12.0,17148.0
21758.0,4352.0,34505.0,246.0,27.0,27706.0
24124.0,10075.0,41211.0,293.0,30.0,37002.0
8922.0,4394.0,15179.0,355.0,11.0,
13353.0,8199.0,21026.0,405.0,16.0,24615.0
15213.0,9412.0,28616.0,481.0,19.0,28361.0
23906.0,7499.0,45837.0,428.0,29.0,35697.0
12536.0,5203.0,18817.0,476.0,15.0,20430.0
12616.0,3701.0,16432.0,402.0,15.0,18724.0
22744.0,13691.0,43060.0,344.0,28.0,40779.0
13126.0,7236.0,25722.0,385.0,16.0,23082.0
18611.0,9027.0,37577.0,456.0,23.0,30759.0
7614.0,3553.0,14965.0,483.0,9.0,13613.0
14144.0,8317.0,32132.0,388.0,17.0,24490.0
6702.0,3828.0,14068.0,326.0,8.0,12602.0
9723.0,5501.0,25318.0,427.0,12.0,18296.0
19196.0,9515.0,52409.0,438.0,23.0,32981.0
14750.0,6123.0,18771.0,499.0,18.0,23371.0
13404.0,7060.0,,346.0,16.0,22033.0
11256.0,5984.0,20236.0,347.0,14.0,20336.0
13897.0,5989.0,,460.0,17.0,22602.0
16506.0,6848.0,29334.0,367.0,20.0,25555.0
19915.0,11219.0,40050.0,364.0,24.0,35232.0
3000.0,1849.0,5157.0,500.0,5.0,6833.0
10841.0,4066.0,17257.0,290.0,13.0,16451.0
15795.0,6692.0,25859.0,564.0,19.0,25381.0
14506.0,7037.0,25239.0,351.0,18.0,24171.0
17017.0,8486.0,34937.0,469.0,21.0,29746.0
16338.0,6499.0,27022.0,391.0,20.0,25662.0
13476.0,8602.0,23088.0,422.0,16.0,25173.0
12366.0,,24374.0,379.0,15.0,21515.0
13772.0,6929.0,23969.0,469.0,17.0,23668.0
20744.0,12983.0,44288.0,372.0,25.0,38281.0
11340.0,4594.0,17284.0,,14.0,18001.0
14686.0,6479.0,21428.0,545.0,18.0,24353.0
15917.0,,30105.0,402.0,19.0,23396.0
22802.0,9868.0,43809.0,346.0,28.0,35582.0
13498.0,4064.0,20795.0,281.0,16.0,19681.0
19794.0,10388.0,43608.0,549.0,24.0,35340.0
21160.0,10411.0,50307.0,356.0,26.0,35094.0
14681.0,6200.0,23661.0,565.0,18.0,23980.0
13946.0,,31326.0,432.0,17.0,22892.0
13355.0,7027.0,14495.0,411.0,16.0,23172.0
13721.0,4616.0,,,17.0,21048.0
19271.0,9065.0,29729.0,577.0,24.0,33585.0
,8400.0,33810.0,225.0,20.0,27233.0
16176.0,4396.0,24453.0,417.0,20.0,23477.0
9374.0,4860.0,16680.0,379.0,11.0,17277.0
10163.0,2872.0,15823.0,383.0,12.0,15039.0
25717.0,11270.0,44641.0,412.0,32.0,40796.0
14111.0,4708.0,33146.0,379.0,17.0,21531.0
11126.0,6599.0,19667.0,415.0,13.0,20426.0
22155.0,7406.0,53906.0,398.0,27.0,33824.0
16409.0,4676.0,27637.0,295.0,20.0,22610.0
,8289.0,,431.0,22.0,29711.0
14310.0,5847.0,18779.0,457.0,17.0,22405.0
13407.0,4016.0,22980.0,357.0,16.0,18561.0
14152.0,7113.0,23198.0,549.0,17.0,24850.0
8086.0,2028.0,18286.0,507.0,10.0,12878.0
14560.0,5043.0,,468.0,18.0,21953.0
16480.0,6468.0,19341.0,467.0,20.0,25876.0
24252.0,12859.0,34122.0,402.0,30.0,39980.0
15430.0,8942.0,23086.0,,19.0,27638.0
3329.0,1865.0,6925.0,526.0,5.0,7195.0
14530.0,6316.0,29663.0,465.0,18.0,23937.0
28698.0,5948.0,49069.0,354.0,35.0,37223.0
19332.0,9455.0,31616.0,397.0,24.0,31957.0
10946.0,6535.0,22054.0,446.0,13.0,20200.0
17956.0,10295.0,26236.0,467.0,22.0,31613.0
,5603.0,21872.0,394.0,14.0,20121.0
8231.0,2725.0,15736.0,355.0,10.0,12439.0
13258.0,5270.0,22773.0,,16.0,22422.0
15458.0,9945.0,29668.0,314.0,19.0,28335.0
5639.0,1739.0,10323.0,325.0,7.0,8912.0
9254.0,3102.0,18039.0,294.0,11.0,14340.0
15052.0,8192.0,21069.0,325.0,18.0,25618.0
12959.0,5273.0,,500.0,16.0,21787.0
16974.0,5632.0,35781.0,502.0,,26025.0
8927.0,5381.0,16927.0,394.0,11.0,
18571.0,9213.0,36776.0,440.0,23.0,32073.0
9081.0,3740.0,16047.0,399.0,11.0,14373.0
23214.0,7786.0,47992.0,305.0,29.0,
6421.0,4204.0,11684.0,577.0,8.0,13582.0
9537.0,4268.0,,510.0,11.0,16550.0
17087.0,10077.0,34961.0,428.0,21.0,
23321.0,12579.0,30545.0,332.0,29.0,39122.0
16575.0,6595.0,31242.0,382.0,20.0,25815.0
17814.0,7103.0,30012.0,345.0,22.0,28096.0
15088.0,8972.0,25129.0,408.0,18.0,27305.0
9868.0,5884.0,18272.0,425.0,12.0,17934.0
12549.0,3292.0,19918.0,373.0,15.0,17194.0
8940.0,4515.0,17467.0,,11.0,16165.0
8606.0,3769.0,15638.0,571.0,,
17009.0,5896.0,27466.0,419.0,21.0,25570.0
9384.0,4468.0,20659.0,437.0,11.0,17046.0
16598.0,5229.0,30896.0,366.0,20.0,24527.0
8491.0,,16890.0,275.0,10.0,13242.0
,6101.0,36672.0,393.0,20.0,25060.0
12557.0,5023.0,27876.0,374.0,15.0,21080.0
22033.0,9757.0,43492.0,457.0,27.0,35103.0
16619.0,5791.0,28405.0,472.0,20.0,24867.0
21179.0,12862.0,29038.0,461.0,26.0,38038.0
11222.0,5603.0,20895.0,479.0,14.0,19476.0
15281.0,9619.0,32523.0,544.0,19.0,29221.0
10095.0,4381.0,19243.0,431.0,12.0,16104.0
12932.0,5110.0,9914.0,488.0,16.0,19945.0
13689.0,8567.0,,440.0,17.0,26010.0
11371.0,4460.0,23645.0,248.0,14.0,18132.0
8922.0,3856.0,15254.0,388.0,11.0,14517.0
7932.0,4141.0,16630.0,331.0,9.0,13600.0
3301.0,1077.0,6564.0,419.0,5.0,6054.0
9718.0,5064.0,15494.0,337.0,12.0,16192.0
18137.0,9220.0,39565.0,448.0,22.0,31793.0
7008.0,4043.0,9949.0,478.0,8.0,13330.0
8159.0,4398.0,14547.0,496.0,,14689.0
23954.0,,41990.0,530.0,29.0,41972.0
11818.0,5187.0,18345.0,266.0,14.0,
16605.0,6040.0,31403.0,304.0,20.0,24294.0
18212.0,12038.0,39940.0,634.0,22.0,35423.0
18313.0,5445.0,39818.0,481.0,22.0,
7388.0,2271.0,14903.0,418.0,9.0,11753.0
,7013.0,17877.0,403.0,17.0,23586.0
6909.0,4232.0,9667.0,395.0,8.0,13609.0
27232.0,12770.0,50374.0,245.0,34.0,43893.0
7026.0,3864.0,12574.0,338.0,8.0,13325.0
9761.0,2444.0,16111.0,391.0,12.0,14630.0
9797.0,3919.0,23235.0,,12.0,16079.0
7517.0,1974.0,13769.0,353.0,9.0,
21763.0,11492.0,42715.0,605.0,27.0,37588.0
27112.0,8006.0,56837.0,380.0,33.0,38155.0
12621.0,4067.0,22926.0,422.0,15.0,
8398.0,4211.0,21644.0,419.0,10.0,15454.0
3815.0,2122.0,5791.0,447.0,5.0,8055.0
13779.0,5982.0,22298.0,362.0,17.0,21825.0
13418.0,6803.0,20357.0,500.0,16.0,23889.0
11744.0,5916.0,26644.0,435.0,14.0,20473.0
16107.0,6901.0,32868.0,297.0,,25311.0
16976.0,5781.0,27785.0,391.0,21.0,24912.0
16615.0,8416.0,25602.0,386.0,20.0,28677.0
13419.0,6861.0,29730.0,383.0,16.0,22710.0
9492.0,5120.0,18115.0,441.0,11.0,16759.0
18329.0,,,451.0,22.0,32359.0
15063.0,5018.0,,441.0,18.0,23075.0
19442.0,10091.0,37979.0,427.0,24.0,32900.0
18950.0,8525.0,35818.0,407.0,23.0,30216.0
7891.0,3170.0,12727.0,,9.0,11570.0
7829.0,3292.0,13753.0,462.0,9.0,13300.0
11222.0,4275.0,16213.0,439.0,14.0,18002.0
9719.0,5237.0,18934.0,321.0,,17941.0
18776.0,5787.0,38085.0,422.0,23.0,26527.0
16757.0,5876.0,35139.0,452.0,20.0,24982.0
20496.0,8549.0,40991.0,494.0,25.0,32676.0
16982.0,10383.0,29915.0,441.0,21.0,32375.0
16043.0,8911.0,36347.0,426.0,20.0,29069.0
20999.0,6004.0,43419.0,476.0,26.0,30408.0
17349.0,10151.0,38454.0,375.0,21.0,30652.0
15341.0,8973.0,34292.0,433.0,19.0,26908.0
22402.0,7451.0,39480.0,350.0,28.0,32708.0
,3115.0,29849.0,489.0,19.0,21046.0
13478.0,5968.0,27393.0,,,21661.0
10811.0,6078.0,15733.0,465.0,13.0,19276.0
,11278.0,27067.0,401.0,23.0,32841.0
21185.0,7688.0,29876.0,477.0,26.0,31250.0
14747.0,,26066.0,338.0,18.0,27707.0
21540.0,4894.0,36617.0,407.0,26.0,28388.0
5150.0,2128.0,7052.0,405.0,6.0,8738.0
14723.0,6011.0,27161.0,435.0,18.0,23466.0
14800.0,8365.0,26215.0,316.0,18.0,26330.0
11365.0,6590.0,24488.0,451.0,14.0,
26919.0,14682.0,64711.0,252.0,33.0,46988.0
14669.0,4620.0,28413.0,347.0,18.0,21277.0
12961.0,6951.0,20622.0,275.0,16.0,22101.0
15130.0,7579.0,30169.0,466.0,18.0,26800.0
4986.0,1410.0,8989.0,432.0,6.0,7561.0
11201.0,2725.0,19354.0,436.0,14.0,16268.0
19916.0,11030.0,30701.0,518.0,24.0,35231.0
11855.0,5121.0,19688.0,375.0,,19359.0
10856.0,3490.0,18961.0,449.0,13.0,16454.0
21548.0,9248.0,43984.0,405.0,26.0,35488.0
21701.0,10556.0,42389.0,393.0,27.0,36030.0
17585.0,7768.0,41284.0,505.0,21.0,29247.0
12724.0,3751.0,25478.0,567.0,15.0,19059.0
13803.0,8814.0,,365.0,17.0,25841.0
10979.0,,18754.0,467.0,13.0,20213.0
10026.0,,14927.0,426.0,12.0,16159.0
9778.0,4112.0,,426.0,12.0,14996.0
11910.0,5788.0,18937.0,,14.0,20407.0
9826.0,3312.0,10138.0,373.0,12.0,14146.0
7181.0,3463.0,10754.0,200.0,8.0,12288.0
16097.0,5102.0,,523.0,20.0,24412.0
16173.0,7164.0,30900.0,344.0,,26602.0
23504.0,7830.0,39652.0,381.0,29.0,33780.0
11658.0,3943.0,22379.0,382.0,14.0,17502.0
16481.0,10128.0,20007.0,337.0,20.0,29229.0
16564.0,7552.0,31216.0,419.0,20.0,26447.0
,6464.0,29978.0,396.0,17.0,23698.0
18722.0,4659.0,33019.0,343.0,23.0,24767.0
18876.0,,23943.0,412.0,23.0,29271.0
16637.0,8254.0,27881.0,397.0,20.0,28076.0
13722.0,,29965.0,474.0,17.0,23241.0
13212.0,3100.0,24807.0,293.0,16.0,18222.0
8161.0,,11218.0,336.0,10.0,13881.0
10970.0,5339.0,27539.0,458.0,13.0,19091.0
11890.0,6877.0,,349.0,14.0,21275.0
9380.0,3606.0,16201.0,328.0,,15149.0
17200.0,3884.0,25607.0,353.0,21.0,22426.0
20983.0,7351.0,31248.0,392.0,26.0,31137.0
10460.0,3559.0,17409.0,392.0,13.0,14679.0
16417.0,8597.0,32684.0,383.0,20.0,27311.0
9829.0,1966.0,21499.0,318.0,12.0,13756.0
13475.0,5460.0,22695.0,462.0,16.0,21311.0
11548.0,6843.0,17287.0,506.0,14.0,20841.0
18009.0,8117.0,35003.0,247.0,22.0,28854.0
11606.0,6263.0,22660.0,276.0,14.0,20003.0
20058.0,5733.0,37551.0,480.0,25.0,28256.0
13771.0,3991.0,25928.0,526.0,17.0,19577.0
11752.0,,20757.0,230.0,14.0,19972.0
8733.0,4018.0,15977.0,465.0,10.0,15446.0
16266.0,7488.0,28392.0,531.0,20.0,26826.0
19476.0,6587.0,41310.0,331.0,24.0,29456.0
16367.0,7530.0,40402.0,526.0,20.0,27549.0
26194.0,8786.0,48561.0,386.0,32.0,38520.0
,12596.0,39824.0,425.0,27.0,38793.0
13462.0,9730.0,25266.0,342.0,16.0,26425.0
13410.0,6683.0,21491.0,480.0,16.0,22970.0
17348.0,6705.0,35209.0,467.0,21.0,27018.0
10810.0,2162.0,,538.0,13.0,14627.0
20831.0,5865.0,34869.0,515.0,26.0,29979.0
16808.0,10177.0,34803.0,399.0,21.0,31494.0
16282.0,5651.0,29401.0,649.0,20.0,26081.0
18435.0,7612.0,27818.0,508.0,23.0,28824.0
23614.0,12174.0,44996.0,443.0,29.0,39654.0
15855.0,9485.0,29666.0,320.0,,28198.0
14435.0,6208.0,30142.0,278.0,18.0,23052.0
22544.0,9232.0,46202.0,284.0,28.0,35065.0
19838.0,9069.0,35058.0,325.0,24.0,31447.0
13395.0,5187.0,22214.0,510.0,16.0,20501.0
15026.0,5899.0,27055.0,439.0,18.0,
15977.0,7848.0,30500.0,351.0,19.0,24989.0
16809.0,7876.0,32696.0,389.0,21.0,27751.0
8217.0,5449.0,15534.0,379.0,10.0,15577.0
7288.0,3599.0,12919.0,464.0,9.0,13486.0
10563.0,5969.0,22172.0,330.0,13.0,19551.0
10176.0,3489.0,16259.0,,,16218.0
11781.0,5920.0,29968.0,424.0,14.0,20584.0
18174.0,6864.0,36873.0,332.0,22.0,27306.0
14155.0,6930.0,20692.0,527.0,17.0,23604.0
15982.0,8292.0,29656.0,376.0,19.0,27470.0
8878.0,4040.0,18039.0,321.0,11.0,14099.0
12692.0,8767.0,21515.0,468.0,15.0,25420.0
17936.0,10633.0,24240.0,404.0,22.0,31602.0
,10205.0,26751.0,433.0,22.0,31749.0
11377.0,5989.0,22329.0,,14.0,18848.0
15808.0,9901.0,,465.0,19.0,28428.0
25994.0,7962.0,35487.0,574.0,32.0,36132.0
14912.0,8754.0,29243.0,299.0,18.0,27155.0
11534.0,4047.0,19991.0,428.0,14.0,17722.0
14131.0,5562.0,,,17.0,22153.0
15461.0,7825.0,25535.0,615.0,19.0,26839.0
14244.0,8166.0,19354.0,499.0,17.0,25659.0
14843.0,4967.0,28875.0,423.0,18.0,22222.0
7783.0,3103.0,12126.0,302.0,9.0,12318.0
10187.0,4683.0,,321.0,12.0,16781.0
14253.0,,27139.0,460.0,17.0,23485.0
14174.0,7589.0,24421.0,291.0,,24513.0
,9657.0,19332.0,294.0,15.0,26094.0
14115.0,6944.0,16983.0,401.0,17.0,24268.0
15305.0,5762.0,29236.0,411.0,19.0,22873.0
19447.0,6230.0,35466.0,430.0,24.0,28451.0
,6055.0,23856.0,365.0,18.0,22764.0
16996.0,6050.0,25303.0,474.0,21.0,26302.0
12292.0,6106.0,22173.0,331.0,15.0,20634.0
17860.0,8845.0,34723.0,450.0,22.0,30447.0
16879.0,6814.0,30877.0,417.0,21.0,25414.0
19329.0,12535.0,44291.0,448.0,24.0,35720.0
18567.0,6990.0,37347.0,495.0,23.0,29955.0
17944.0,7860.0,31721.0,364.0,22.0,28724.0
14508.0,7456.0,29328.0,347.0,18.0,24373.0
16225.0,8748.0,29441.0,265.0,20.0,27889.0
20318.0,11739.0,36847.0,238.0,25.0,34903.0
11740.0,5786.0,25697.0,386.0,14.0,20090.0
11858.0,,18150.0,391.0,14.0,20206.0
15907.0,6100.0,28744.0,313.0,19.0,23999.0
17076.0,9252.0,36832.0,330.0,21.0,29516.0
10879.0,5880.0,20592.0,522.0,13.0,20263.0
14626.0,8795.0,24708.0,470.0,18.0,26955.0
14530.0,4114.0,18717.0,299.0,18.0,20526.0
3924.0,1410.0,4390.0,365.0,5.0,6623.0
13902.0,7400.0,33683.0,432.0,17.0,
14213.0,2843.0,26900.0,,17.0,18501.0
14199.0,7088.0,23069.0,335.0,17.0,23417.0
22080.0,12276.0,42058.0,373.0,27.0,38568.0
8921.0,3500.0,13522.0,487.0,11.0,14447.0
10877.0,4427.0,18498.0,495.0,13.0,17763.0
3000.0,1028.0,4553.0,341.0,5.0,5202.0
12595.0,5011.0,17332.0,437.0,15.0,20453.0
13022.0,5218.0,15216.0,399.0,16.0,20914.0
12450.0,4752.0,16443.0,319.0,15.0,18675.0
20538.0,7727.0,43262.0,376.0,25.0,30669.0
19303.0,8163.0,29031.0,299.0,24.0,29641.0
15389.0,6490.0,30170.0,493.0,19.0,24557.0
13147.0,8380.0,27438.0,524.0,16.0,25569.0
20131.0,8265.0,36336.0,367.0,25.0,31915.0
14901.0,7218.0,25487.0,348.0,18.0,24236.0
,4280.0,20071.0,484.0,13.0,17293.0
6419.0,2510.0,10752.0,497.0,8.0,10239.0
12793.0,3577.0,27649.0,311.0,15.0,18488.0
18773.0,5498.0,44360.0,388.0,23.0,27314.0
26383.0,8688.0,58964.0,395.0,32.0,39338.0
15308.0,7170.0,17674.0,338.0,19.0,24908.0
11173.0,6230.0,18647.0,431.0,13.0,20322.0
9075.0,2462.0,16347.0,344.0,11.0,12421.0
17760.0,7017.0,34435.0,357.0,22.0,27323.0
6177.0,1935.0,7918.0,392.0,,10068.0
17752.0,7519.0,22668.0,281.0,22.0,27146.0
19089.0,10643.0,41843.0,235.0,23.0,32397.0
17181.0,6964.0,28045.0,473.0,21.0,27466.0
13902.0,6190.0,18820.0,341.0,17.0,21954.0
17825.0,10615.0,26183.0,571.0,22.0,32773.0
15855.0,7861.0,30396.0,558.0,19.0,27266.0
11109.0,4155.0,17255.0,359.0,,17047.0
24252.0,11299.0,45412.0,587.0,30.0,40699.0
13242.0,,19947.0,475.0,16.0,19844.0
18879.0,9289.0,24103.0,348.0,23.0,31565.0
3000.0,1505.0,6682.0,200.0,5.0,5220.0
21382.0,6699.0,41043.0,455.0,26.0,31301.0
22344.0,,37982.0,403.0,27.0,36377.0
15149.0,6639.0,24899.0,435.0,18.0,24296.0
17794.0,8976.0,39849.0,382.0,22.0,
17793.0,9486.0,35184.0,308.0,22.0,30336.0
11786.0,5866.0,25270.0,366.0,14.0,19781.0
17736.0,7443.0,28818.0,457.0,22.0,29125.0
10957.0,5953.0,19889.0,372.0,13.0,19134.0
11956.0,4336.0,22964.0,371.0,14.0,19085.0
,6561.0,33737.0,278.0,25.0,29980.0
19873.0,3975.0,35202.0,407.0,24.0,26299.0
,5080.0,18635.0,311.0,,18495.0
,4168.0,21754.0,473.0,14.0,18086.0
,5766.0,16523.0,341.0,14.0,19930.0
18663.0,4719.0,,376.0,23.0,25939.0
10000.0,3853.0,18932.0,573.0,12.0,15746.0
16784.0,8342.0,29187.0,375.0,20.0,27192.0
18734.0,6501.0,36248.0,365.0,23.0,28783.0
14559.0,,24612.0,447.0,18.0,23293.0
20050.0,7906.0,32060.0,257.0,25.0,30505.0
13478.0,6021.0,26460.0,500.0,16.0,22382.0
13931.0,,27529.0,480.0,17.0,24291.0
10114.0,5515.0,16666.0,442.0,12.0,17549.0
20086.0,9224.0,32581.0,200.0,25.0,32051.0
11167.0,4116.0,19488.0,379.0,13.0,17465.0
16749.0,,27374.0,298.0,20.0,27241.0
14643.0,7522.0,33058.0,490.0,18.0,25753.0
9736.0,3387.0,18449.0,484.0,12.0,16116.0
11954.0,5167.0,21570.0,431.0,14.0,18861.0
21914.0,9016.0,33314.0,304.0,,34169.0
16008.0,7038.0,32364.0,520.0,20.0,26543.0
9954.0,3475.0,16091.0,379.0,12.0,15445.0
16527.0,4376.0,26512.0,544.0,20.0,23626.0
14269.0,7164.0,28992.0,421.0,17.0,25346.0
30000.0,16392.0,57486.0,441.0,37.0,51734.0
16426.0,4448.0,17230.0,363.0,20.0,22079.0
13097.0,6377.0,22954.0,513.0,16.0,22137.0
22100.0,12339.0,40612.0,449.0,27.0,39022.0
5795.0,2953.0,9840.0,515.0,7.0,11161.0
15472.0,6318.0,28593.0,414.0,19.0,23793.0
24972.0,8881.0,31392.0,396.0,31.0,36768.0
14419.0,6605.0,13708.0,448.0,18.0,22751.0
6333.0,3007.0,9547.0,515.0,7.0,11691.0
13020.0,5984.0,24539.0,481.0,16.0,21487.0
22273.0,,18542.0,411.0,27.0,34151.0
16880.0,5769.0,26113.0,251.0,21.0,24322.0
10806.0,5319.0,13217.0,465.0,13.0,19183.0
11574.0,,19990.0,285.0,14.0,19655.0
12201.0,5736.0,29129.0,403.0,15.0,21460.0
16806.0,7749.0,29156.0,391.0,21.0,28922.0
21691.0,13403.0,38344.0,287.0,27.0,38946.0
20262.0,7853.0,41573.0,430.0,25.0,32278.0
17280.0,9990.0,31215.0,572.0,21.0,30889.0
,3141.0,14477.0,375.0,10.0,13954.0
8360.0,4689.0,17373.0,461.0,10.0,15200.0
17666.0,10129.0,34300.0,588.0,22.0,31965.0
8273.0,3480.0,15607.0,469.0,10.0,14278.0
13872.0,8547.0,24392.0,348.0,17.0,25693.0
16521.0,8209.0,28022.0,419.0,20.0,27141.0
9312.0,3373.0,19324.0,438.0,11.0,
9879.0,4076.0,16784.0,515.0,12.0,16711.0
14529.0,8184.0,31520.0,497.0,18.0,26141.0
17518.0,9500.0,26030.0,200.0,21.0,28790.0
20308.0,6990.0,45289.0,332.0,25.0,30388.0
18035.0,7865.0,35017.0,394.0,22.0,28984.0
15368.0,7229.0,23197.0,319.0,19.0,25090.0
11269.0,4499.0,22005.0,200.0,14.0,17786.0
9645.0,6615.0,15480.0,342.0,12.0,18891.0
12446.0,5891.0,22527.0,400.0,15.0,20512.0
17050.0,7567.0,28200.0,358.0,21.0,27124.0
16683.0,9494.0,29364.0,320.0,20.0,29701.0
4500.0,1861.0,9372.0,,5.0,7790.0
11072.0,6098.0,21651.0,427.0,13.0,19709.0
21023.0,5954.0,30743.0,,26.0,28458.0
15396.0,6230.0,22780.0,510.0,19.0,24366.0
7915.0,4392.0,,405.0,9.0,14705.0
26779.0,16255.0,50959.0,330.0,33.0,46819.0
14855.0,5536.0,23734.0,,18.0,21955.0
16922.0,6109.0,38537.0,383.0,21.0,25345.0
16998.0,8613.0,34744.0,489.0,21.0,29653.0
13162.0,5103.0,21221.0,334.0,16.0,19396.0
11362.0,,17990.0,448.0,14.0,18478.0
25608.0,13768.0,44345.0,408.0,,44008.0
20016.0,7918.0,34036.0,559.0,25.0,
19110.0,4843.0,41599.0,431.0,23.0,26625.0
17881.0,5720.0,37468.0,344.0,,26477.0
9983.0,4502.0,18075.0,459.0,12.0,
21388.0,5639.0,42847.0,462.0,26.0,30009.0
10784.0,4532.0,22074.0,368.0,13.0,16494.0
16416.0,5102.0,29837.0,307.0,20.0,24284.0
6803.0,4177.0,13067.0,443.0,8.0,
4796.0,3196.0,9487.0,405.0,5.0,9925.0
16591.0,5710.0,32292.0,279.0,,23645.0
10955.0,5211.0,17159.0,420.0,13.0,18342.0
5054.0,1789.0,,349.0,6.0,7828.0
17703.0,7419.0,30333.0,279.0,22.0,27020.0
25600.0,16137.0,40653.0,372.0,32.0,46125.0
21948.0,8852.0,29807.0,503.0,27.0,33646.0
,,27465.0,497.0,17.0,22245.0
15044.0,5352.0,28643.0,476.0,18.0,23551.0
19439.0,10975.0,27179.0,422.0,24.0,33896.0
20611.0,4122.0,35610.0,448.0,25.0,26872.0
13282.0,5389.0,23174.0,408.0,16.0,20812.0
15171.0,6757.0,28136.0,312.0,18.0,24237.0
16503.0,6335.0,24349.0,328.0,20.0,24932.0
17769.0,9531.0,24767.0,351.0,22.0,30454.0
14335.0,8174.0,28037.0,512.0,17.0,25466.0
14400.0,4447.0,19293.0,486.0,17.0,21788.0
21899.0,14439.0,37890.0,314.0,27.0,40704.0
21048.0,6476.0,35827.0,404.0,26.0,28869.0
17387.0,10065.0,30654.0,368.0,21.0,30825.0
23596.0,10972.0,44261.0,388.0,,38878.0
13068.0,5222.0,29789.0,357.0,16.0,21103.0
23115.0,9455.0,30515.0,512.0,28.0,35567.0
17713.0,7911.0,36541.0,398.0,22.0,28867.0
30000.0,14125.0,31391.0,417.0,37.0,47601.0
9038.0,3235.0,,418.0,11.0,14877.0
11553.0,4929.0,13715.0,318.0,14.0,17524.0
17094.0,6375.0,43263.0,409.0,21.0,26541.0
16986.0,5580.0,28589.0,485.0,21.0,26107.0
24751.0,,54133.0,518.0,30.0,38090.0
11658.0,3906.0,24776.0,308.0,14.0,18386.0
19525.0,7966.0,32588.0,279.0,,31569.0
20812.0,10266.0,35216.0,405.0,26.0,34300.0
18523.0,8559.0,28690.0,489.0,23.0,29704.0
10195.0,6601.0,20759.0,429.0,12.0,19528.0
22039.0,5046.0,36870.0,454.0,27.0,30186.0
21147.0,10508.0,32868.0,291.0,26.0,35299.0
17998.0,,35297.0,354.0,22.0,30334.0
16022.0,,24527.0,224.0,20.0,26920.0
16131.0,8414.0,27443.0,389.0,20.0,27797.0
14606.0,6332.0,26761.0,227.0,18.0,22767.0
18204.0,8506.0,29259.0,507.0,22.0,28760.0
15156.0,5692.0,25045.0,524.0,18.0,23637.0
10757.0,5501.0,,411.0,13.0,18416.0
9757.0,2557.0,16965.0,279.0,,14097.0
11240.0,5931.0,19019.0,430.0,14.0,18814.0
16111.0,,28153.0,549.0,20.0,26239.0
14865.0,5965.0,28784.0,438.0,18.0,23784.0
16077.0,6861.0,,495.0,20.0,25970.0
17504.0,7598.0,33751.0,361.0,21.0,28039.0
11863.0,6878.0,22265.0,330.0,14.0,22248.0
22328.0,17268.0,28210.0,394.0,27.0,44735.0
13661.0,7814.0,31944.0,246.0,17.0,24005.0
,5049.0,28723.0,581.0,16.0,21913.0
17412.0,8932.0,27160.0,411.0,21.0,30282.0
